,CountryCode,ShortName,TableName,LongName,Alpha2Code,CurrencyUnit,SpecialNotes,Region,IncomeGroup,Wb2Code,NationalAccountsBaseYear,NationalAccountsReferenceYear,SnaPriceValuation,LendingCategory,OtherGroups,SystemOfNationalAccounts,AlternativeConversionFactor,PppSurveyYear,BalanceOfPaymentsManualInUse,ExternalDebtReportingStatus,SystemOfTrade,GovernmentAccountingConcept,ImfDataDisseminationStandard,LatestPopulationCensus,LatestHouseholdSurvey,SourceOfMostRecentIncomeAndExpenditureData,VitalRegistrationComplete,LatestAgriculturalCensus,LatestIndustrialData,LatestTradeData,LatestWaterWithdrawalData,gaseous,co2,liq,solid,life,population,export
148,MDA,Moldova,Moldova,Republic of Moldova,MD,Moldovan leu,,Europe & Central Asia,Lower middle income,MD,Original chained constant price data are rescaled.,1996,Value added at basic prices (VAB),Blend,,Country uses the 1993 System of National Accounts methodology.,199095,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2014,"Multiple Indicator Cluster Survey (MICS), 2012","Expenditure survey/budget survey (ES/BS), 2012",Yes,2011,2011.0,2013.0,2007.0,40.19316493313521,4935.782,44.1307578008915,6.61218424962853,68.4581219512195,3562045.0,59.3537023872538
149,MCO,Monaco,Monaco,Principality of Monaco,MC,Euro,,Europe & Central Asia,High income: nonOECD,MC,1990,,,,,Country uses the 1993 System of National Accounts methodology.,,,,,Special trade system,,,2008,,,Yes,,,,2009.0,,,,,,36845.0,
150,MNG,Mongolia,Mongolia,Mongolia,MN,Mongolian tugrik,The new base year is 2010.,East Asia & Pacific,Upper middle income,MN,2010,,Value added at basic prices (VAB),Blend,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Consolidated central government,General Data Dissemination System (GDDS),2010,"Multiple Indicator Cluster Survey (MICS), 2013","Living Standards Measurement Study Survey (LSMS), 2012",Yes,2012,2011.0,2013.0,2009.0,0.0,11510.713,21.4718063077413,77.1264733991717,67.6038292682927,2712657.0,17.604120834552102
151,MNE,Montenegro,Montenegro,Montenegro,ME,Euro,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Europe & Central Asia,Upper middle income,ME,2000,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,Rolling,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,,General Data Dissemination System (GDDS),2011,"Multiple Indicator Cluster Survey (MICS), 2013","Expenditure survey/budget survey (ES/BS), 2013",Yes,2010,,2013.0,2010.0,0.0,2581.5679999999998,37.07386363636361,62.926136363636395,74.4167317073171,619428.0,58.2183131441655
152,MAR,Morocco,Morocco,Kingdom of Morocco,MA,Moroccan dirham,,Middle East & North Africa,Lower middle income,MA,2007,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2014,"Multiple Indicator Cluster Survey (MICS)/Pan Arab Project for Family Health (PAPFAM), 2006","Expenditure survey/budget survey (ES/BS), 2007",,2012,2010.0,2012.0,2000.0,2.33289646133683,55958.42,61.5399737876802,23.6500655307995,72.57692682926829,32107739.0,72.5993681465006
153,MOZ,Mozambique,Mozambique,Republic of Mozambique,MZ,New Mozambican metical,Based on official government statistics; the new base year is 2009.,Sub-Saharan Africa,Low income,MZ,2009,,Value added at basic prices (VAB),IDA,HIPC,Country uses the 1993 System of National Accounts methodology.,199295,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Budgetary central government,General Data Dissemination System (GDDS),2007,"Demographic and Health Survey (DHS), 2011","Expenditure survey/budget survey (ES/BS), 2008/09",,2009/ 2010,,2013.0,2001.0,10.2040816326531,2874.928,73.59693877551021,0.892857142857143,53.2269024390244,24321457.0,64.7218883258794
154,MMR,Myanmar,Myanmar,Republic of the Union of Myanmar,MM,Myanmar kyat,Fiscal year end: March 31; reporting period for national accounts data: FY.,East Asia & Pacific,Lower middle income,MM,2005/06,,Value added at producer prices (VAP),IDA,,Country uses the 1968 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Estimate,General trade system,Consolidated central government,General Data Dissemination System (GDDS),2014,"Multiple Indicator Cluster Survey (MICS), 2009/10",,,2010,,2010.0,2000.0,46.103631170950614,8987.817,42.921256629947,7.87433700530396,64.917487804878,51733013.0,14.869319158469901
155,NAM,Namibia,Namibia,Republic of Namibia,,Namibian dollar,"Fiscal year end: March 31; reporting period for national accounts data: CY. Based on official government statistics, national accounts data have been revised from 1980 onward; the new base year is 2010.",Sub-Saharan Africa,Upper middle income,,2010,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2011,"Demographic and Health Survey (DHS), 2013","Expenditure survey/budget survey (ES/BS), 2009/10",,2014,,2013.0,2002.0,0.0,3179.289,88.58131487889271,11.3033448673587,62.480292682926795,2193643.0,
156,NPL,Nepal,Nepal,Nepal,NP,Nepalese rupee,Fiscal year end: July 14; reporting period for national accounts data: FY.,South Asia,Low income,NP,2000/01,,Value added at basic prices (VAB),IDA,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2011,"Multiple Indicator Cluster Survey (MICS), 2014","Living Standards Measurement Study Survey (LSMS), 2010/11",,2011/ 2012,2008.0,2013.0,2006.0,0.0,4330.727,65.6223539373412,30.9906858594412,67.9714878048781,26875910.0,28.0550545865078
157,NLD,Netherlands,Netherlands,Kingdom of the Netherlands,NL,Euro,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 2.20371 Netherlands guilder. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Europe & Central Asia,High income: OECD,NL,Original chained constant price data are rescaled.,2010,Value added at basic prices (VAB),,Euro area,Country uses the 2008 System of National Accounts methodology.,,Rolling,"IMF Balance of Payments Manual, 6th edition.",,Special trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2011,,"Integrated household survey (IHS), 2010",Yes,2010,2010.0,2013.0,2008.0,49.3570104007095,181927.204,36.0174957671531,13.845440619205,80.7024390243902,16615394.0,90.31368587179188
158,NCL,New Caledonia,New Caledonia,New Caledonia,NC,CFP franc,,East Asia & Pacific,High income: nonOECD,NC,1990,,,,,Country uses the 1993 System of National Accounts methodology.,,2011 (household consumption only).,,,Special trade system,,,2009,,,Yes,,,2012.0,,0.0,3920.0229999999997,57.343311506080504,40.5986903648269,77.4731707317073,250000.0,90.1592677328075
159,NZL,New Zealand,New Zealand,New Zealand,NZ,New Zealand dollar,Fiscal year end: March 31; reporting period for national accounts data: CY.,East Asia & Pacific,High income: OECD,NZ,Original chained constant price data are rescaled.,2010,Value added at basic prices (VAB),,,Country uses the 2008 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Consolidated central government,,2013,,,Yes,2012,2010.0,2013.0,2002.0,26.8999768999769,31748.886000000002,53.7075537075537,16.3548163548164,80.7024390243902,4350700.0,67.013180018132
160,NIC,Nicaragua,Nicaragua,Republic of Nicaragua,NI,Nicaraguan gold cordoba,"April 2013 database update: Based on official government statistics, national accounts data were revised for 1994 onward; the base year changed to 2006.",Latin America & Caribbean,Lower middle income,NI,2006,,Value added at basic prices (VAB),IDA,HIPC,Country uses the 1993 System of National Accounts methodology.,196595,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2005,"Reproductive Health Survey (RHS), 2006/2007","Living Standards Measurement Study Survey (LSMS), 2009",,2011,,2013.0,2011.0,0.0,4624.087,93.49722442505951,0.0,73.58173170731709,5737722.0,70.16196096725061
161,NER,Niger,Niger,Republic of Niger,NE,West African CFA franc,"Based on official government statistics, national accounts data have been revised from 2006 onward; the new base year is 2006.",Sub-Saharan Africa,Low income,NE,2006,,Value added at producer prices (VAP),IDA,HIPC,Country uses the 1993 System of National Accounts methodology.,1993,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Budgetary central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2012","Core Welfare Indicator Questionnaire Survey (CWIQ)/Priority survey (PS), 2011",,2004-2008,2002.0,2013.0,2005.0,0.0,1353.1229999999998,60.975609756097604,37.6693766937669,58.25899999999999,16291990.0,16.6179248626664
162,NGA,Nigeria,Nigeria,Federal Republic of Nigeria,NG,Nigerian naira,"Based on official government statistics released 6 April, 2014, national accounts data have been revised from 2010 onward; the new base year is 2010. The new GDP data are 60 to 75 percent higher than previously reported and incorporate improved data sources and methodology. Nigeria reports using SNA 2008.",Sub-Saharan Africa,Lower middle income,NG,2010,,Value added at basic prices (VAB),Blend,,Country uses the 2008 System of National Accounts methodology.,197198,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2006,"Demographic and Health Survey (DHS), 2013","Integrated household survey (IHS), 2009/10",,2013,,2013.0,2005.0,19.2469879518072,85221.08,42.5645438898451,0.124784853700516,51.32951219512201,159424742.0,64.86192329695929
163,NAC,North America,North America,North America,XU,,North America regional aggregate. There are no economies in North America classified as low or middle income.,,,XU,,,,,,,,,,,,,,,,,,,,,,24.869615649475197,5905450.477000001,40.4078162926571,33.848702614393304,78.7745030725575,343417455.0,69.4705203987196
164,MNP,Northern Mariana Islands,Northern Mariana Islands,Commonwealth of the Northern Mariana Islands,MP,U.S. dollar,,East Asia & Pacific,High income: nonOECD,MP,,,,,,Country uses the 1968 System of National Accounts methodology.,,2011 (household consumption only).,,,,,,2010,,,,2007,,,,,,,,,53860.0,
165,NOR,Norway,Norway,Kingdom of Norway,NO,Norwegian krone,,Europe & Central Asia,High income: OECD,NO,Original chained constant price data are rescaled.,2010,Value added at basic prices (VAB),,,Country uses the 2008 System of National Accounts methodology.,,Rolling,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2011,,"Income survey (IS), 2010",Yes,2010,2010.0,2013.0,2006.0,25.116219008264494,56794.496,66.50309917355372,5.10072314049587,80.9975609756098,4889252.0,94.2772773239154
166,OED,OECD members,OECD members,OECD members,OE,,"OECD members aggregate (all, including developing countries).",,,OE,,,,,,,,,,,,,,,,,,,,,,24.1776292251035,12555261.617,40.6448177797457,33.0277222928217,79.39857718000441,1241509682.0,77.0685420294114
167,OMN,Oman,Oman,Sultanate of Oman,OM,Rial Omani,Based on official government statistics; the new base year is 2010.,Middle East & North Africa,High income: nonOECD,OM,2010,,Value added at producer prices (VAP),,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2010,"Multiple Indicator Cluster Survey (MICS), 2014",,,2012/ 2013,2010.0,2013.0,2003.0,59.9309491238356,56292.117,31.6591752980262,0.0,76.0528048780488,2943747.0,46.1139114049208
168,OSS,Other small states,Other small states,Other small states,S4,,"Other small states aggregate. Includes Bhutan, Botswana, Cabo Verde, Comoros, Djibouti, Equatorial Guinea, Gabon, The Gambia, Guinea-Bissau, Lesotho, Maldives, Mauritius, Montenegro, Namibia, Sao Tome and Principe, Seychelles, Swaziland, and Timor-Leste.",,,S4,,,,,,,,,,,,,,,,,,,,,,11.6072545340838,29317.665,56.285178236397705,27.904940587867397,60.8012548080483,19347061.0,70.25189408488559
169,PSS,Pacific island small states,Pacific island small states,Pacific island small states,S2,,"Pacific island small states aggregate. Includes Fiji, Kiribati, Marshall Islands, Federated States of Micronesia, Palau, Samoa, Solomon Islands, Tonga, Tuvalu, and Vanuatu.",,,S2,,,,,,,,,,,,,,,,,,,,,,0.0,2452.01922172882,97.5903614457831,0.0,69.140025085848,2201396.0,41.362518152969706
170,PAK,Pakistan,Pakistan,Islamic Republic of Pakistan,PK,Pakistani rupee,Fiscal year end: June 30; reporting period for national accounts data: FY. The new base year is 2005/06.,South Asia,Lower middle income,PK,2005/06,,Value added at basic prices (VAB),Blend,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Budgetary central government,General Data Dissemination System (GDDS),1998,"Demographic and Health Survey (DHS), 2012/13","Integrated household survey (IHS), 2010/11",,2010,2006.0,2013.0,2008.0,40.969500382934605,162792.798,38.26868495742671,10.7131594359598,65.1625609756098,170043918.0,60.6556549536029
171,PLW,Palau,Palau,Republic of Palau,PW,U.S. dollar,Fiscal year ends on September 30; reporting period for national accounts data: FY. National accounts data are revised based on IMF reports.,East Asia & Pacific,Upper middle income,PW,2004/05,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2011 (household consumption only).,,,Special trade system,,General Data Dissemination System (GDDS),2010,,,Yes,,,2012.0,,0.0,216.35299999999998,100.0,0.0,,20470.0,
172,PAN,Panama,Panama,Republic of Panama,PA,Panamanian balboa,The new base year is 2007.,Latin America & Caribbean,Upper middle income,PA,2007,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Consolidated central government,General Data Dissemination System (GDDS),2010,"Multiple Indicator Cluster Survey (MICS), 2013","Integrated household survey (IHS), 2012",,2011,2001.0,2013.0,2010.0,0.0,8866.806,92.01819685690651,2.89495450785773,76.8636341463415,3620506.0,70.8114510597624
173,PNG,Papua New Guinea,Papua New Guinea,The Independent State of Papua New Guinea,PG,Papua New Guinea kina,,East Asia & Pacific,Lower middle income,PG,1998,,Value added at basic prices (VAB),Blend,,Country uses the 1993 System of National Accounts methodology.,1989,2011 (household consumption only).,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2011,"Living Standards Measurement Study Survey (LSMS), 1996","Integrated household survey (IHS), 2009/10",,,2001.0,2012.0,2005.0,6.210691823899372,4664.424,93.7893081761006,0.0,61.99482926829271,6847517.0,47.9792585621484
174,PRY,Paraguay,Paraguay,Republic of Paraguay,PY,Paraguayan guarani,"National accounts data have been revised from 1960 onward. The methodology and base year have not changed but the output of two hydroelectric plants (shared with neighboring countries) has been added raising GDP from previous estimates. On the supply side, it was added in ""gas, electricity and water."" On the demand side changes were mainly to exports, but also for imports, investment and consumption. National accounts price valuations for 1991 to 2012 have also been corrected and changed from VAP to VAB.",Latin America & Caribbean,Upper middle income,PY,1994,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Consolidated central government,General Data Dissemination System (GDDS),2012,"Reproductive Health Survey (RHS), 2008","Integrated household survey (IHS), 2013",,2008,2002.0,2013.0,2012.0,0.0,5075.128,94.0751445086705,0.0,72.3012926829268,6209877.0,49.62102142908871
175,PER,Peru,Peru,Republic of Peru,PE,Peruvian new sol,The new base year is 2007.,Latin America & Caribbean,Upper middle income,PE,2007,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,198590,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2007,"Continuous Demographic and Health Survey (DHS), 2013","Integrated household survey (IHS), 2013",,2012,2011.0,2013.0,2008.0,21.758144251489394,57857.926,40.1128153124604,5.36189631131956,73.6398048780488,29373644.0,68.99005207148029
176,PHL,Philippines,Philippines,Republic of the Philippines,PH,Philippine peso,"Source for GNI and net income from abroad is changed to national statistical office from central bank. April 2012 database update: National accounts data were revised for 1998 onward. Because intellectual property products are now reported as a part of gross fixed capital formation, gross domestic product (GDP) in current prices averaged 4 percent higher than previous estimates.",East Asia & Pacific,Lower middle income,PH,2000,,Value added at producer prices (VAP),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Budgetary central government,Special Data Dissemination Standard (SDDS),2010,"Demographic and Health Survey (DHS), 2013","Expenditure survey/budget survey (ES/BS), 2012",Yes,2012,2008.0,2013.0,2009.0,8.65798922800718,81700.76,50.9694793536804,30.668761220825896,67.7833170731707,93038902.0,77.5743379558288
177,POL,Poland,Poland,Republic of Poland,PL,Polish zloty,,Europe & Central Asia,High income: OECD,PL,Original chained constant price data are rescaled.,2005,Value added at basic prices (VAB),IBRD,,Country uses the 2008 System of National Accounts methodology.,,Rolling,"IMF Balance of Payments Manual, 6th edition.",,Special trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2011,,"Expenditure survey/budget survey (ES/BS), 2012",Yes,2010,2011.0,2013.0,2009.0,9.24955764493634,317081.82300000003,20.915010003585106,67.34205322138571,76.2463414634146,38042794.0,88.94067417908329
178,PRT,Portugal,Portugal,Portuguese Republic,PT,Euro,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 200.482 Portuguese escudo. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Europe & Central Asia,High income: OECD,PT,Original chained constant price data are rescaled.,2010,Value added at basic prices (VAB),,Euro area,Country uses the 2008 System of National Accounts methodology.,,Rolling,"IMF Balance of Payments Manual, 6th edition.",,Special trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2011,,,Yes,2009,2010.0,2013.0,2002.0,20.727649190268398,49588.84099999999,59.4024994453893,12.630333505878902,79.0268292682927,10573100.0,82.446390574882
179,PRI,Puerto Rico,Puerto Rico,Puerto Rico,PR,U.S. dollar,"Fiscal year end: June 30; reporting period for national accounts data: FY. April 2012 database update: Based on data from the Instituto de Estadísticas de Puerto Rico, national accounts data were revised for 2001 onward.",Latin America & Caribbean,High income: nonOECD,PR,1953/54,,Value added at producer prices (VAP),,,Country uses the 1968 System of National Accounts methodology.,,,,,General trade system,,,2010,"Reproductive Health Survey (RHS), 1995/96",,Yes,2007,2006.0,,2005.0,,,,,78.182243902439,3721527.0,
180,QAT,Qatar,Qatar,State of Qatar,QA,Qatari riyal,,Middle East & North Africa,High income: nonOECD,QA,2013,,Value added at producer prices (VAP),,,Country uses the 1993 System of National Accounts methodology.,,2011,,,Special trade system,Budgetary central government,General Data Dissemination System (GDDS),2010,"Multiple Indicator Cluster Survey (MICS), 2012",,Yes,,2010.0,2013.0,2005.0,70.9873837011058,75279.843,23.893029373081998,0.0,77.825512195122,1765513.0,78.921126265598
181,ROM,Romania,Romania,Romania,RO,New Romanian leu,,Europe & Central Asia,Upper middle income,RO,2005,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,"198789, 1992",Rolling,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2011,"Reproductive Health Survey (RHS), 2004","Expenditure survey/budget survey (ES/BS), 2012",Yes,2010,2011.0,2013.0,2009.0,31.1439796625838,79335.545,29.831291888144197,34.6198289808181,73.4585365853659,20246871.0,77.9208843484117
182,RUS,Russia,Russian Federation,Russian Federation,RU,Russian ruble,,Europe & Central Asia,High income: nonOECD,RU,2000,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,198795,2011,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2010,"World Health Survey (WHS), 2003","Integrated household survey (IHS), 2013",Yes,2014,2011.0,2013.0,2001.0,50.4115152726775,1742540.065,20.7085512263387,25.783310009575,68.8560975609756,142849449.0,62.47164704657022
183,RWA,Rwanda,Rwanda,Republic of Rwanda,RW,Rwandan franc,"Based on official government statistics, national accounts data are revised for 2006 onward; the new base year is 2011. Rwanda reports using SNA 2008.",Sub-Saharan Africa,Low income,RW,2011,,Value added at producer prices (VAP),IDA,HIPC,Country uses the 2008 System of National Accounts methodology.,1994,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2012,"Malaria Indicator Survey (MIS), 2013","Integrated household survey (IHS), 2010/11",,2008,,2013.0,2000.0,0.0,590.387,91.304347826087,0.0,61.4017804878049,10293669.0,30.851046070859603
184,WSM,Samoa,Samoa,Samoa,WS,Samoan tala,"Fiscal year ends on June 30; reporting period for national accounts data: FY. Data are revised from Samoa Bureau of Statistics and Central Bank of Samoa. The new base year is 2008/09. Other methodological changes include increased reliance on summary data from the countrys Value Added Goods and Services Tax system, incorporation of more recent benchmarks, and use of improved data sources.",East Asia & Pacific,Lower middle income,WS,2008/09,,Value added at basic prices (VAB),IDA,,Country uses the 1993 System of National Accounts methodology.,,2011 (household consumption only).,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Budgetary central government,General Data Dissemination System (GDDS),2011,"Demographic and Health Survey (DHS), 2009",,,2009,,2013.0,,0.0,205.352,100.0,0.0,72.417,186029.0,42.329318476246904
185,SMR,San Marino,San Marino,Republic of San Marino,SM,Euro,,Europe & Central Asia,High income: nonOECD,SM,1995,2000,Value added at basic prices (VAB),,,Country uses the 1993 System of National Accounts methodology.,,,,,,Consolidated central government,General Data Dissemination System (GDDS),2010,,,Yes,,,,,,,,,83.1593791574279,30690.0,
186,STP,São Tomé and Principe,São Tomé and Principe,Democratic Republic of São Tomé and Principe,ST,São Tomé and Principe dobra,,Sub-Saharan Africa,Lower middle income,ST,2001,,Value added at producer prices (VAP),IDA,HIPC,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Budgetary central government,General Data Dissemination System (GDDS),2012,"Multiple Indicator Cluster Survey (MICS), 2014","Priority survey (PS), 2010",,2011/12,,2013.0,1993.0,0.0,99.009,100.0,0.0,65.8546829268293,170880.0,71.2474507829228
187,SAU,Saudi Arabia,Saudi Arabia,Kingdom of Saudi Arabia,SA,Saudi Arabian riyal,The new base year is 2010.,Middle East & North Africa,High income: nonOECD,SA,2010,,Value added at producer prices (VAP),,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",,Special trade system,,General Data Dissemination System (GDDS),2010,"Demographic survey, 2007",,,2010,2006.0,2013.0,2006.0,28.574867928681503,533093.792,67.4678076161127,0.0,73.7016097560976,28090647.0,60.9553488809484
188,SEN,Senegal,Senegal,Republic of Senegal,SN,West African CFA franc,,Sub-Saharan Africa,Lower middle income,SN,1999,,Value added at basic prices (VAB),IDA,HIPC,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2013,"HIV/Maternal and Child Health (HIV/MCH) Service Provision Assessments (SPA), 2014","Priority survey (PS), 2011",,2013,2010.0,2012.0,2002.0,0.443262411347518,8272.752,66.5780141843972,8.46631205673759,64.0144390243903,12956791.0,26.8916790733348
189,SRB,Serbia,Serbia,Republic of Serbia,RS,New Serbian dinar,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised. The new reference year for chain linked series is 2010.",Europe & Central Asia,Upper middle income,YF,Original chained constant price data are rescaled.,2010,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,Rolling,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Consolidated central government,General Data Dissemination System (GDDS),2011,"Multiple Indicator Cluster Survey (MICS), 2014","Integrated household survey (IHS), 2011",Yes,2012,2011.0,,2009.0,9.25585484773399,45877.837,20.9095995523939,66.8691551434737,74.33658536585371,7291436.0,58.893868556691295
190,SYC,Seychelles,Seychelles,Republic of Seychelles,SC,Seychelles rupee,"April 2013 database update: Based on official government statistics, national accounts data were revised for 1976 onward; the base year changed to 2006.",Sub-Saharan Africa,High income: nonOECD,SC,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Consolidated central government,General Data Dissemination System (GDDS),2010,,"Budget survey (BS), 2006/07",Yes,2011,,2008.0,2005.0,0.0,689.3960000000001,100.0,0.0,73.1975609756098,89770.0,72.7271836519712
191,SLE,Sierra Leone,Sierra Leone,Republic of Sierra Leone,SL,Sierra Leonean leone,"Fiscal year end: June 30; reporting period for national accounts data: CY. April 2013 database update: Based on official government statistics, national accounts data were revised for 1990 onward; the base year changed to 2006.",Sub-Saharan Africa,Low income,SL,2006,,Value added at basic prices (VAB),IDA,HIPC,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Budgetary central government,General Data Dissemination System (GDDS),2004,"Demographic and Health Survey (DHS), 2013; Malaria Indicator Survey (MIS), 2013","Integrated household survey (IHS), 2011",,,2008.0,2002.0,2005.0,0.0,726.066,79.2929292929293,0.0,48.22895121951221,5775902.0,66.6394825053092
192,SGP,Singapore,Singapore,Republic of Singapore,SG,Singapore dollar,Fiscal year end: March 31; reporting period for national accounts data: CY. Country reports using a blend of SNA 1993 and SNA 2008. April 2012 database update: National accounts time series were replaced with official government statistics.,East Asia & Pacific,High income: nonOECD,SG,2010,,Value added at basic prices (VAB),,,Country uses the 2008 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2010,"National Health Survey (NHS), 2010",,Yes,,2011.0,2013.0,1975.0,122.551686615887,13479.892,,0.19042437431991294,81.5414634146342,5076700.0,48.3363386516863
193,SXM,Sint Maarten (Dutch part),Sint Maarten (Dutch part),Sint Maarten (Dutch part),SX,Netherlands Antillean guilder,,Latin America & Caribbean,High income: nonOECD,SX,,,,,,Country uses the 1993 System of National Accounts methodology.,,2011,,,,,,2011,,,Yes,,,,,,,,,,35474.0,
194,SVK,Slovak Republic,Slovak Republic,Slovak Republic,SK,Euro,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Europe & Central Asia,High income: OECD,SK,Original chained constant price data are rescaled.,2010,Value added at basic prices (VAB),,Euro area,Country uses the 2008 System of National Accounts methodology.,,Rolling,"IMF Balance of Payments Manual, 6th edition.",,Special trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2011,"World Health Survey (WHS), 2003","Income survey (IS), 2012",Yes,2010,2010.0,2013.0,2007.0,31.64019022564,36240.961,22.402104624102,41.9305878781746,75.1121951219512,5391428.0,92.16631851554779
